,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
8067,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r mittleman," mittleman, r.",3,2,1,1
8068,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,o miyakawa," miyakawa, o.",3,2,1,1
8069,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b moe," moe, b.",3,2,1,1
8070,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m mohan," mohan, m.",3,2,1,1
8071,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s mohanty," mohanty, s.d.",3,2,1,1
8072,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m s.r.p.,  mohapatra s.r.p.,3,2,1,1
8073,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j moreau," moreau, j.",2,1,1,1
8074,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g moreno," moreno, g.",3,2,1,1
8075,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,n morgado," morgado, n.",3,2,1,1
8076,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a morgia," morgia, a.",3,2,1,1
8077,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,t morioka," morioka, t.",2,1,1,1
8078,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k mors," mors, k.",2,1,1,1
8079,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s mosca," mosca, s.",3,2,1,1
8080,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v moscatelli," moscatelli, v.",2,1,1,1
8081,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k mossavi," mossavi, k.",3,2,1,1
8082,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b mours," mours, b.",3,2,1,1
8083,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c mowlowry," mowlowry, c.",2,1,1,1
8084,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g mueller," mueller, g.",3,2,1,1
8085,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d muhammad," muhammad, d.",2,1,1,1
8086,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s mukherjee," mukherjee, s.",3,2,1,1
8087,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h mukhopadhyay," mukhopadhyay, h.",2,1,1,1
8088,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a mullavey," mullavey, a.",3,2,1,1
8089,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h muller-ebhardt," muller-ebhardt, h.",3,2,1,1
8090,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j munch," munch, j.",3,2,1,1
8091,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p murray," murray, p.g.",3,2,1,1
8092,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,e myers," myers, e.",2,1,1,1
8093,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j myers," myers, j.",4,3,3,3
8094,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,t nash," nash, t.",3,2,1,1
8095,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j nelson," nelson, j.",3,2,1,1
8096,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,i neri," neri, i.",3,2,1,1
8097,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g newton," newton, g.",3,2,1,1
8098,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a nishizawa," nishizawa, a.",3,2,1,1
8099,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f nocera," nocera, f.",3,2,1,1
8100,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k numata," numata, k.",2,1,1,1
8101,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,e ochsner," ochsner, e.",3,2,1,1
8102,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j odell," odell, j.",3,2,1,1
8103,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g ogin," ogin, g.h.",3,2,1,1
8104,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b oreilly," oreilly, b.",3,2,1,1
8105,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r oshaughnessy," oshaughnessy, r.",3,2,1,1
8106,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d ottaway," ottaway, d.j.",3,2,1,1
8107,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r ottens," ottens, r.s.",3,2,1,1
8108,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h overmier," overmier, h.",3,2,1,1
8109,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b owen," owen, b.j.",3,2,1,1
8110,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g pagliaroli," pagliaroli, g.",2,1,1,1
8111,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c palomba," palomba, c.",3,2,1,1
8112,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,y pan," pan, y.",3,2,1,1
8113,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c pankow," pankow, c.",3,2,1,1
8114,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f paoletti," paoletti, f.",3,2,1,1
8115,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m papa," papa, m.a.",3,2,1,1
8116,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v parameshwaraiah," parameshwaraiah, v.",2,1,1,1
8117,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s pardi," pardi, s.",2,1,1,1
8118,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a pasqualetti," pasqualetti, a.",3,2,1,1
8119,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r passaquieti," passaquieti, r.",3,2,1,1
8120,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d passuello," passuello, d.",3,2,1,1
8121,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p patel," patel, p.",3,2,1,1
8122,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m pedraza," pedraza, m.",4,3,2,2
8123,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s penn," penn, s.",3,2,1,1
8124,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a perreca," perreca, a.",3,2,1,1
8125,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g persichetti," persichetti, g.",3,2,1,1
8126,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m pichot," pichot, m.",3,2,1,1
8127,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f piergiovanni," piergiovanni, f.",3,2,1,1
8128,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v pierro," pierro, v.",2,1,1,1
8129,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m pietka," pietka, m.",3,2,1,1
8130,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l pinard," pinard, l.",3,2,1,1
8131,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,i pinto," pinto, i.m.",3,2,1,1
8132,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m pitkin," pitkin, m.",3,2,1,1
8133,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h pletsch," pletsch, h.j.",3,2,1,1
8134,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m plissi," plissi, m.v.",3,2,1,1
8135,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r poggiani," poggiani, r.",3,2,1,1
8136,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f postiglione," postiglione, f.",3,2,1,1
8137,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m prato," prato, m.",3,2,1,1
8138,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m principe," principe, m.",3,2,1,1
8139,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r prix," prix, r.",3,2,1,1
8140,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g prodi," prodi, g.a.",3,2,1,1
8141,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l prokhorov," prokhorov, l.",3,2,1,1
8142,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,o puncken," puncken, o.",3,2,1,1
8143,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m punturo," punturo, m.",3,2,1,1
8144,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p puppo," puppo, p.",3,2,1,1
8145,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v quetschke," quetschke, v.",3,2,1,1
8146,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f raab," raab, f.j.",3,2,1,1
8147,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,o rabaste," rabaste, o.",2,1,1,1
8148,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d rabeling," rabeling, d.s.",3,2,1,1
8149,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h radkins," radkins, h.",3,2,1,1
8150,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p raffai," raffai, p.",3,2,1,1
8151,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,z raics," raics, z.",2,1,1,1
8152,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,n rainer," rainer, n.",2,1,1,1
8153,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m rakhmanov," rakhmanov, m.",3,2,1,1
8154,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p rapagnani," rapagnani, p.",3,2,1,1
8155,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v raymond," raymond, v.",3,2,1,1
8156,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v re," re, v.",3,2,1,1
8157,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c reed," reed, c.m.",5,4,1,2
8158,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,t reed," reed, t.",3,2,1,1
8159,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,t regimbau," regimbau, t.",3,2,1,1
8160,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h rehbein," rehbein, h.",2,1,1,1
8161,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s reid," reid, s.",3,2,1,1
8162,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d reitze," reitze, d.h.",3,2,1,1
8163,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f ricci," ricci, f.",3,2,1,1
8164,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r riesen," riesen, r.",3,2,1,1
8165,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k riles," riles, k.",3,2,1,1
8166,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b rivera," rivera, b.",2,1,1,1
8167,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p roberts," roberts, p.",2,1,1,1
8168,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,n robertson," robertson, n.a.",3,2,1,1
8169,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f robinet," robinet, f.",3,2,1,1
8170,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c robinson," robinson, c.",3,2,1,1
8171,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,e robinson," robinson, e.l.",3,2,1,1
8172,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a rocchi," rocchi, a.",3,2,1,1
8173,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s roddy," roddy, s.",3,2,1,1
8174,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l rolland," rolland, l.",3,2,1,1
8175,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j rollins," rollins, j.",3,2,1,1
8176,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j romano," romano, j.d.",3,2,1,1
8177,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r romano," romano, r.",3,2,1,1
8178,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j romie," romie, j.h.",3,2,1,1
8179,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d rosinska," rosinska, d.",3,2,1,1
8180,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c rover," rover, c.",3,2,1,1
8181,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s rowan," rowan, s.",3,2,1,1
8182,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a rudiger," rudiger, a.",3,2,1,1
8183,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p ruggi," ruggi, p.",3,2,1,1
8184,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p russell," russell, p.",2,1,1,1
8185,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k ryan," ryan, k.",3,2,1,1
8186,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s sakata," sakata, s.",2,1,1,1
8187,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f salemi," salemi, f.",3,2,1,1
8188,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l sancho de la jordana," sancho de la jordana, l.",2,1,1,1
8189,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v sandberg," sandberg, v.",3,2,1,1
8190,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v sannibale," sannibale, v.",3,2,1,1
8191,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l santamaria," santamaria, l.",3,2,1,1
8192,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s saraf," saraf, s.",2,1,1,1
8193,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p sarin," sarin, p.",2,1,1,1
8194,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b sassolas," sassolas, b.",3,2,1,1
8195,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b sathyaprakash," sathyaprakash, b.s.",3,2,1,1
8196,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s sato," sato, s.",3,2,1,1
8197,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m satterthwaite," satterthwaite, m.",2,1,1,1
8198,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p saulson," saulson, p.r.",3,2,1,1
8199,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r savage," savage, r.",3,2,1,1
8200,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p savov," savov, p.",2,1,1,1
8201,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m scanlan," scanlan, m.",2,1,1,1
8202,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r schilling," schilling, r.",3,2,1,1
8203,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r schnabel," schnabel, r.",3,2,1,1
8204,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r schofield," schofield, r.",2,1,1,1
8205,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b schulz," schulz, b.",3,2,1,1
8206,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b schutz," schutz, b.f.",3,2,1,1
8207,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p schwinberg," schwinberg, p.",3,2,1,1
8208,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j scott," scott, j.",3,2,1,1
8209,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s scott," scott, s.m.",3,2,1,1
8210,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a searle," searle, a.c.",2,1,1,1
8211,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b sears," sears, b.",2,1,1,1
8212,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f seifert," seifert, f.",3,2,1,1
8213,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d sellers," sellers, d.",3,2,1,1
8214,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a sengupta," sengupta, a.s.",2,1,1,1
8215,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d sentenac," sentenac, d.",3,2,1,1
8216,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a sergeev," sergeev, a.",3,2,1,1
8217,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b shapiro," shapiro, b.",3,2,1,1
8218,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p shawhan," shawhan, p.",3,2,1,1
8219,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d shoemaker," shoemaker, d.h.",3,2,1,1
8220,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a sibley," sibley, a.",3,2,1,1
8221,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,x siemens," siemens, x.",3,2,1,1
8222,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d sigg," sigg, d.",3,2,1,1
8223,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s sinha," sinha, s.",3,1,2,2
8224,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a sintes," sintes, a.m.",3,2,1,1
8225,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s b.j.j.,  slagmolen b.j.j.,3,2,1,1
8226,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j slutsky," slutsky, j.",3,2,1,1
8227,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j smith," smith, j.r.",25,10,5,4
8228,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m smith," smith, m.r.",4,3,2,2
8229,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,n smith," smith, n.d.",2,1,1,1
8230,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k somiya," somiya, k.",3,2,1,1
8231,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b sorazu," sorazu, b.",3,2,1,1
8232,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a stein," stein, a.",4,3,2,2
8233,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l stein," stein, l.c.",3,2,1,1
8234,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s steplewski," steplewski, s.",3,2,1,1
8235,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a stochino," stochino, a.",3,2,1,1
8236,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r stone," stone, r.",3,2,1,1
8237,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k strain," strain, k.a.",3,2,1,1
8238,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s strigin," strigin, s.",3,2,1,1
8239,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a stroeer," stroeer, a.",3,2,1,1
8240,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r sturani," sturani, r.",3,2,1,1
8241,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a stuver," stuver, a.l.",3,2,1,1
8242,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,t summerscales," summerscales, t.z.",3,2,1,1
8243,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k sun," sun, k.-x.",2,1,1,1
8244,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m sung," sung, m.",3,2,1,1
8245,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p sutton," sutton, p.j.",3,2,1,1
8246,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,b swinkels," swinkels, b.",3,2,1,1
8247,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g szokoly," szokoly, g.p.",2,1,1,1
8248,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d talukder," talukder, d.",3,2,1,1
8249,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l tang," tang, l.",2,1,1,1
8250,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d tanner," tanner, d.b.",3,2,1,1
8251,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s tarabrin," tarabrin, s.p.",3,2,1,1
8252,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j taylor," taylor, j.r.",5,3,2,3
8253,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r taylor," taylor, r.",3,2,1,1
8254,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r terenzi," terenzi, r.",2,1,1,1
8255,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j thacker," thacker, j.",2,1,1,1
8256,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k thorne," thorne, k.a.",6,2,1,1
8257,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k thorne," thorne, k.s.",6,2,1,1
8258,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a thuring," thuring, a.",3,2,1,1
8259,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k tokmakov," tokmakov, k.v.",3,2,1,1
8260,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a toncelli," toncelli, a.",3,2,1,1
8261,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m tonelli," tonelli, m.",3,2,1,1
8262,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c torres," torres, c.",3,2,1,1
8263,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c torrie," torrie, c.",3,2,1,1
8264,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,e tournefier," tournefier, e.",3,2,1,1
8265,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f travasso," travasso, f.",3,2,1,1
8266,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g traylor," traylor, g.",3,2,1,1
8267,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m trias," trias, m.",2,1,1,1
8268,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j trummer," trummer, j.",2,1,1,1
8269,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d ugolini," ugolini, d.",3,2,1,1
8270,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j ulmen," ulmen, j.",2,1,1,1
8271,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,k urbanek," urbanek, k.",2,1,1,1
8272,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h vahlbruch," vahlbruch, h.",3,2,1,1
8273,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g vajente," vajente, g.",3,2,1,1
8274,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m vallisneri," vallisneri, m.",2,1,1,1
8275,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,v j.f.j.," j.f.j., van den brand",3,2,1,1
8276,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c van den broeck," van den broeck, c.",3,2,1,1
8277,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s van der putten," van der putten, s.",3,2,1,1
8278,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m van der sluys," van der sluys, m.v.",2,1,1,1
8279,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a van veggel," van veggel, a.a.",3,2,1,1
8280,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s vass," vass, s.",3,2,1,1
8281,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,r vaulin," vaulin, r.",3,2,1,1
8282,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,m vavoulidis," vavoulidis, m.",3,2,1,1
8283,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a vecchio," vecchio, a.",3,2,1,1
8284,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,g vedovato," vedovato, g.",3,2,1,1
8285,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j veitch," veitch, j.",3,2,1,1
8286,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,p veitch," veitch, p.",3,2,1,1
8287,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c veltkamp," veltkamp, c.",3,2,1,1
8288,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,d verkindt," verkindt, d.",3,2,1,1
8289,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,f vetrano," vetrano, f.",3,2,1,1
8290,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a vicere," vicere, a.",3,2,1,1
8291,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,a villar," villar, a.",3,2,1,1
8292,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,j vinet," vinet, j.-y.",3,2,1,1
8293,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,h vocca," vocca, h.",3,2,1,1
8294,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,c vorvick," vorvick, c.",3,2,1,1
8295,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s vyachanin," vyachanin, s.p.",2,1,1,1
8296,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,s waldman," waldman, s.j.",3,2,1,1
8297,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,l wallace," wallace, l.",3,2,1,1
