,publisher,publisher_categories,keywords,title,publicationYear,author(s),tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
7610,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010,dileep a. k. vezzu,1,1,1,1
7611,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, joseph c. deaton,1,1,1,1
7612,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, james s. jones,1,1,1,1
7613,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, libero bartolotti,1,1,1,1
7614,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, caleb f. harris,1,1,1,1
7615,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, alfred p. marchetti,1,1,1,1
7616,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, marina kondakova,1,1,1,1
7617,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, robert d. pike,1,1,1,1
7618,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"highly luminescent tetradentate bis-cyclometalated platinum complexes: design, synthesis, structure, photophysics, and electroluminescence application",2010, shouquan huo,1,1,1,1
7619,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010,jeffrey a. crisp,1,1,1,1
7620,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010, ryan m. meier,1,1,1,1
7621,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010, jason s. overby,1,1,1,1
7622,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010, timothy p. hanusa,4,4,2,1
7623,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010, arnold l. rheingold,1,1,1,1
7624,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,indenyl complexes of manganese(ii). conformational flexibility of the manganese(ii)−(r<sub><i>n</i></sub>c<sub>9</sub>h<sub>7−<i>n</i></sub>) bond,2010," brennessel, william w.",300,17,10,2
7625,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010,abdurrahman c. atesin,1,1,1,1
7626,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010, jing zhang,1,1,1,1
7627,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010, tulaza vaidya,2,1,1,1
7628,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010," brennessel, william w.",300,17,10,2
7629,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010, alison j. frontier,21,13,2,1
7630,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry; 3405 organic chemistry,"synthesis, characterization, and catalytic properties of new electrophilic iridium(iii) complexes containing the (<i>r</i>)-(+)-2,2′-bis(diphenylphosphino)-1,1′-binaphthyl ligand",2010," eisenberg, richard",79,20,5,2
7631,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"tetranuclear copper(i) iodide complexes of chelating bis(1-benzyl-1<i>h</i>-1,2,3-triazole) ligands: structural characterization and solid state photoluminescence",2010,gerald f. manbeck,3,2,1,1
7632,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"tetranuclear copper(i) iodide complexes of chelating bis(1-benzyl-1<i>h</i>-1,2,3-triazole) ligands: structural characterization and solid state photoluminescence",2010," brennessel, william w.",300,17,10,2
7633,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"tetranuclear copper(i) iodide complexes of chelating bis(1-benzyl-1<i>h</i>-1,2,3-triazole) ligands: structural characterization and solid state photoluminescence",2010, christopher m. evans,1,1,1,1
7634,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"tetranuclear copper(i) iodide complexes of chelating bis(1-benzyl-1<i>h</i>-1,2,3-triazole) ligands: structural characterization and solid state photoluminescence",2010," eisenberg, richard",79,20,5,2
7635,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010,jaebum kim,1,1,1,1
7636,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, ryan cunningham,1,1,1,1
7637,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, brian james,1,1,1,1
7638,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, stefan wyder,1,1,1,1
7639,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, joshua d. gibson,2,1,2,1
7640,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, oliver niehuis,2,2,2,2
7641,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, evgeny m. zdobnov,4,3,3,2
7642,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, hugh m. robertson,5,4,4,3
7643,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, gene e. robinson,1,1,1,1
7644,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, john h. werren,21,12,10,5
7645,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,motif associations with gene sets implicated in social behavior in honeybees.,2010, saurabh sinha,1,1,1,1
7646,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010,oliver niehuis,1,1,1,1
7647,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, joshua d. gibson,2,1,2,1
7648,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, michael s. rosenberg,1,1,1,1
7649,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, bart a. pannebakker,1,1,1,1
7650,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, tosca koevoets,1,1,1,1
7651,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, andrea k. judson,1,1,1,1
7652,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, christopher a. desjardins,1,1,1,1
7653,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, kathleen kennedy,1,1,1,1
7654,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, david duggan,1,1,1,1
7655,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, leo w. beukeboom,2,1,2,1
7656,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, louis van de zande,2,1,2,1
7657,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, david m. shuker,1,1,1,1
7658,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, john h. werren,21,12,10,5
7659,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology; 3105 genetics,"characteristics of the mapping population, linkage map, and selected sequence and gene parameters.",2010, jürgen gadau,3,3,3,2
7660,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010,david w. loehlin,1,1,1,1
7661,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, deodoro c. s. g. oliveira,1,1,1,1
7662,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, rachel edwards,1,1,1,1
7663,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, jonathan d. giebel,1,1,1,1
7664,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, michael e. clark,1,1,1,1
7665,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, m. victoria cattani,1,1,1,1
7666,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, louis van de zande,2,1,2,1
7667,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, eveline c. verhulst,1,1,1,1
7668,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, leo w. beukeboom,2,1,2,1
7669,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, monica muñoz-torres,1,1,1,1
7670,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,gene expression analysis in the <i>ws1</i> region.,2010, john h. werren,21,12,10,5
7671,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,"abbott, b.p.",2,1,1,1
7672,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," abbott, r.",3,2,1,1
7673,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," acernese, f.",3,2,1,1
7674,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," adhikari, r.",2,1,1,1
7675,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," ajith, p.",3,2,1,1
7676,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," allen, b.",3,2,1,1
7677,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," allen, g.",2,1,1,1
7678,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," alshourbagy, m.",2,1,1,1
7679,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," amin, r.s.",2,1,1,1
7680,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," anderson, s.b.",3,2,1,1
7681,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," anderson, w.g.",3,2,1,1
7682,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," antonucci, f.",2,1,1,1
7683,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," aoudia, s.",2,1,1,1
7684,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," arain, m.a.",3,2,1,1
7685,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," araya, m.",2,1,1,1
7686,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," armandula, h.",2,1,1,1
7687,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," armor, p.",2,1,1,1
7688,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," arun, k.g.",2,1,1,1
7689,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," aso, y.",2,1,1,1
7690,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," aston, s.",2,1,1,1
7691,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," astone, p.",3,2,1,1
7692,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," aufmuth, p.",3,2,1,1
7693,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," aulbert, c.",3,2,1,1
7694,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," babak, s.",3,2,1,1
7695,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," baker, p.",3,2,1,1
7696,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," ballardin, g.",3,2,1,1
7697,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," ballmer, s.",3,2,1,1
7698,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barker, c.",2,1,1,1
7699,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barker, d.",3,2,1,1
7700,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barone, f.",3,2,1,1
7701,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barr, b.",3,2,1,1
7702,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barriga, p.",2,1,1,1
7703,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barsotti, l.",3,2,1,1
7704,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barsuglia, m.",3,2,1,1
7705,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," barton, m.a.",3,2,1,1
7706,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bartos, i.",3,2,1,1
7707,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bassiri, r.",3,2,1,1
7708,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bastarrika, m.",3,2,1,1
7709,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bauer, t.s.",1,1,1,1
7710,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," behnke, b.",3,2,1,1
7711,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," beker, m.",2,1,1,1
7712,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," benacquista, m.",3,2,1,1
7713,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," betzwieser, j.",3,2,1,1
7714,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," beyersdorf, p.t.",3,2,1,1
7715,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bigotta, s.",2,1,1,1
7716,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bilenko, i.a.",3,2,1,1
7717,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," billingsley, g.",3,2,1,1
7718,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," birindelli, s.",2,1,1,1
7719,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," biswas, r.",3,2,1,1
7720,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bizouard, m.a.",3,2,1,1
7721,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," black, e.",3,2,1,1
7722,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," blackburn, j.k.",3,2,1,1
7723,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," blackburn, l.",3,2,1,1
7724,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," blair, d.",3,2,1,1
7725,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bland, b.",3,2,1,1
7726,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," boccara, c.",2,1,1,1
7727,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bodiya, t.p.",3,2,1,1
7728,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bogue, l.",2,1,1,1
7729,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bondu, f.",3,2,1,1
7730,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bonelli, l.",3,2,1,1
7731,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bork, r.",3,2,1,1
7732,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," boschi, v.",3,2,1,1
7733,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bose, s.",3,2,1,1
7734,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bosi, l.",3,2,1,1
7735,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," braccini, s.",3,2,1,1
7736,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bradaschia, c.",3,2,1,1
7737,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brady, p.r.",3,2,1,1
7738,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," braginsky, v.b.",3,2,1,1
7739,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brau, j.e.",3,2,1,1
7740,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bridges, d.o.",3,2,1,1
7741,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brillet, a.",3,2,1,1
7742,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brinkmann, m.",3,2,1,1
7743,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brisson, v.",3,2,1,1
7744,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brooks, a.f.",3,2,1,1
7745,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brown, d.a.",3,2,1,1
7746,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brummit, a.",2,1,1,1
7747,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," brunet, g.",2,1,1,1
7748,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," budzynski, r.",2,1,1,1
7749,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bulik, t.",3,2,1,1
7750,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bullington, a.",2,1,1,1
7751,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," bulten, h.j.",3,2,1,1
7752,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," buonanno, a.",3,2,1,1
7753,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," burmeister, o.",2,1,1,1
7754,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," buskulic, d.",3,2,1,1
7755,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," byer, r.l.",3,2,1,1
7756,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cadonati, l.",3,2,1,1
7757,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cagnoli, g.",2,1,1,1
7758,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," calloni, e.",3,2,1,1
7759,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," camp, j.b.",3,2,1,1
7760,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," campagna, e.",2,1,1,1
7761,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cannizzo, j.",3,2,1,1
7762,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cannon, k.c.",2,1,1,1
7763,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," canuel, b.",3,2,1,1
7764,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cao, j.",3,2,1,1
7765,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," carbognani, f.",3,2,1,1
7766,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cardenas, l.",2,1,1,1
7767,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," caride, s.",3,2,1,1
7768,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," castaldi, g.",2,1,1,1
7769,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," caudill, s.",3,2,1,1
7770,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cavaglia, m.",3,2,1,1
7771,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cavalier, f.",3,2,1,1
7772,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cavalieri, r.",3,2,1,1
7773,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cella, g.",3,2,1,1
7774,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cepeda, c.",3,2,1,1
7775,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cesarini, e.",3,2,1,1
7776,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chalermsongsak, t.",3,2,1,1
7777,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chalkley, e.",2,1,1,1
7778,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," charlton, p.",3,2,1,1
7779,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chassande-mottin, e.",3,2,1,1
7780,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chatterji, s.",2,1,1,1
7781,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chelkowski, s.",3,2,1,1
7782,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chen, y.",3,2,1,1
7783,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," chincarini, a.",3,2,1,1
7784,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," christensen, n.",3,2,1,1
7785,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," c.t.y., chung",3,2,1,1
7786,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," clark, d.",2,1,1,1
7787,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," clark, j.",3,2,1,1
7788,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," clayton, j.h.",3,2,1,1
7789,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cleva, f.",3,2,1,1
7790,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," coccia, e.",3,2,1,1
7791,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cokelaer, t.",2,1,1,1
7792,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," colacino, c.n.",3,2,1,1
7793,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," colas, j.",3,2,1,1
7794,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," colla, a.",3,2,1,1
7795,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," colombini, m.",3,2,1,1
7796,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," conte, r.",3,2,1,1
7797,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cook, d.",3,2,1,1
7798,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010,  corbitt t.r.c.,2,1,1,1
7799,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," corda, c.",2,1,1,1
7800,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," cornish, n.",3,2,1,1
7801,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," corsi, a.",3,2,1,1
7802,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," coulon, j.-p.",3,2,1,1
7803,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," coward, d.",2,1,1,1
7804,strasbourg astronomical data center,scientific,0,gravitational-wave bursts with grbs,2010," coyne, d.c.",3,2,1,1
